"","x"
"21618",4
"21619",4
"21620",4
"21621",4
"21622",4
"21623",4
"21624",4
"21625",4
"21626",4
"21627",4
"21628",4
"21629",4
"21630",4
"21631",4
"21632",4
"21633",4
"21634",4
"21635",4
"21636",4
"21637",4
"21638",4
"21639",5
"21640",5
"21641",5
"21642",5
"21643",5
"21644",5
"21645",5
"21646",5
"21647",5
"21648",5
"21649",5
"21650",5
"21651",5
"21652",5
"21653",5
"21654",5
"21655",5
"21656",5
"21657",5
"21658",5
"21659",5
"21660",5
"21661",5
"21662",5
"21663",6
"21664",6
"21665",6
"21666",6
"21667",6
"21668",6
"21669",6
"21670",6
"21671",6
"21672",6
"21673",6
"21674",6
"21675",6
"21676",6
"21677",6
"21678",7
"21679",7
"21680",7
"21681",7
"21682",7
"21683",7
"21684",7
"21685",7
"21686",7
"21687",7
"21688",7
"21689",7
"21690",7
"21691",7
"21692",7
"21693",7
"21694",7
"21695",7
"21696",7
"21697",7
"21698",7
"21699",7
"21700",7
"21701",7
"21702",8
"21703",8
"21704",8
"21705",8
"21706",8
"21707",8
"21708",8
"21709",8
"21710",8
"21711",8
"21712",8
"21713",8
"21714",8
"21715",8
"21716",8
"21717",8
"21718",8
"21719",8
"21720",8
"21721",8
"21722",8
"21723",8
"21724",9
"21725",9
"21726",9
"21727",9
"21728",9
"21729",9
"21730",9
"21731",9
"21732",9
"21733",9
"21734",9
"21735",9
"21736",9
"21737",9
"21738",9
"21739",9
"21740",9
"21741",9
"21742",9
"21743",9
"21744",9
"21745",9
"21746",10
"21747",10
"21748",10
"21749",10
"21750",10
"21751",10
"21752",10
"21753",10
"21754",10
"21755",10
"21756",10
"21757",11
"21758",11
"21759",11
"21760",11
"21761",11
"21762",11
"21763",11
"21764",11
"21765",11
"21766",11
"21767",11
"21768",11
"21769",11
"21770",11
"21771",11
"21772",11
"21773",11
"21774",11
"21775",11
"21776",12
"21777",12
"21778",12
"21779",12
"21780",12
"21781",12
"21782",13
"21783",13
"21784",13
"21785",13
"21786",13
"21787",13
"21788",14
"21789",14
"21790",14
"21791",14
"21792",14
"21793",14
"21794",14
"21795",14
"21796",14
"21797",14
"21798",14
"21799",14
"21800",14
"21801",14
"21802",14
"21803",15
"21804",15
"21805",15
"21806",15
"21807",15
"21808",15
"21809",15
"21810",15
"21811",15
"21812",16
"21813",16
"21814",16
"21815",16
"21816",17
"21817",17
"21818",17
"21819",17
"21820",17
"21821",17
"21822",17
"21823",17
"21824",17
"21825",18
"21826",18
"21827",18
"21828",18
"21829",18
"21830",18
"21831",18
"21832",18
"21833",18
"21834",18
"21835",18
"21836",19
"21837",19
"21838",19
"21839",19
"21840",19
"21841",19
"21842",20
"21843",20
"21844",20
"21845",20
"21846",20
"21847",20
"21848",20
"21849",20
"21850",20
"21851",21
"21852",21
"21853",21
"21854",22
"21855",22
"21856",22
"21857",22
"21858",22
"21859",22
"21860",23
"21861",23
"21862",23
"21863",23
"21864",23
"21865",23
"21866",23
"21867",23
"21868",24
"21869",24
"21870",24
"21871",24
"21872",24
"21873",25
"21874",25
"21875",25
"21876",25
"21877",25
"21878",25
"21879",25
"21880",25
"21881",26
"21882",26
"21883",26
"21884",26
"21885",26
"21886",27
"21887",27
"21888",27
"21889",27
"21890",27
"21891",28
"21892",28
"21893",28
"21894",28
"21895",28
"21896",28
"21897",28
"21898",28
"21899",29
"21900",29
"21901",29
"21902",29
"21903",29
"21904",29
"21905",29
"21906",30
"21907",31
"21908",30
"21909",31
"21910",30
"21911",30
"21912",30
"21913",30
"21914",30
"21915",31
"21916",33
"21917",33
"21918",33
"21919",33
"21920",33
"21921",33
"21922",34
"21923",34
"21924",34
"21925",36
"21926",35
"21927",36
"21928",36
"21929",36
"21930",36
"21931",36
"21932",35
"21933",35
"21934",35
"21935",36
"21936",36
"21937",37
"21938",37
"21939",37
"21940",37
"21941",37
"21942",37
"21943",37
"21944",38
"21945",38
"21946",39
"21947",39
"21948",39
"21949",38
"21950",39
"21951",39
"21952",40
"21953",40
"21954",40
"21955",40
"21956",40
"21957",42
"21958",41
"21959",41
"21960",41
"21961",42
"21962",43
"21963",43
"21964",44
"21965",44
"21966",43
"21967",44
"21968",45
"21969",45
"21970",45
"21971",45
"21972",45
"21973",45
"21974",47
"21975",46
"21976",46
"21977",46
"21978",46
"21979",46
"21980",47
"21981",47
"21982",48
"21983",48
"21984",48
"21985",49
"21986",49
"21987",48
"21988",48
"21989",48
"21990",48
"21991",48
"21992",50
"21993",53
"21994",53
"21995",53
"21996",53
"21997",54
"21998",54
"21999",55
"22000",55
"22001",57
"22002",56
"22003",57
"22004",56
"22005",58
"22006",57
"22007",56
"22008",58
"22009",60
"22010",59
"22011",60
"22012",60
"22013",59
"22014",59
"22015",61
"22016",63
"22017",62
"22018",62
"22019",61
"22020",64
"22021",65
"22022",67
"22023",68
"22024",67
"22025",67
"22026",69
"22027",70
"22028",70
"22029",71
"22030",71
"22031",69
"22032",73
"22033",74
"22034",72
"22035",73
"22036",73
"22037",75
"22038",75
"22039",75
"22040",75
"22041",75
"22042",76
"22043",75
"22044",79
"22045",80
"22046",80
"22047",79
"22048",78
"22049",81
"22050",83
"22051",82
"22052",84
"22053",85
"22054",86
"22055",86
"22056",87
"22057",86
"22058",91
"22059",89
"22060",91
"22061",91
"22062",95
"22063",93
"22064",95
"22065",94
"22066",92
"22067",94
"22068",94
"22069",99
"22070",99
"22071",98
"22072",99
"22073",101
"22074",104
"22075",101
"22076",100
"22077",101
"22078",107
"22079",106
"22080",107
"22081",106
"22082",105
"22083",113
"22084",111
"22085",118
"22086",114
"22087",114
"22088",114
"22089",123
"22090",124
"22091",120
"22092",121
"22093",129
"22094",128
"22095",130
"22096",125
"22097",126
"22098",126
"22099",127
"22100",128
"22101",125
"22102",125
"22103",128
"22104",125
"22105",132
"22106",136
"22107",135
"22108",135
"22109",131
"22110",136
"22111",133
"22112",131
"22113",139
"22114",142
"22115",143
"22116",138
"22117",143
"22118",146
"22119",149
"22120",145
"22121",146
"22122",146
"22123",144
"22124",152
"22125",156
"22126",164
"22127",162
"22128",158
"22129",160
"22130",168
"22131",165
"22132",172
"22133",171
"22134",174
"22135",178
"22136",176
"22137",175
"22138",176
"22139",175
"22140",179
"22141",189
"22142",184
"22143",189
"22144",200
"22145",191
"22146",199
"22147",200
"22148",191
"22149",201
"22150",202
"22151",201
"22152",208
"22153",202
"22154",221
"22155",225
"22156",230
"22157",223
"22158",222
"22159",227
"22160",230
"22161",242
"22162",242
"22163",242
"22164",241
"22165",235
"22166",234
"22167",236
"22168",250
"22169",257
"22170",270
"22171",263
"22172",288
"22173",291
"22174",292
"22175",277
"22176",280
"22177",299
"22178",308
"22179",320
"22180",317
"22181",311
"22182",333
"22183",336
"22184",337
"22185",336
"22186",346
"22187",356
"22188",363
"22189",352
"22190",385
"22191",374
"22192",376
"22193",377
"22194",411
"22195",396
"22196",400
"22197",396
"22198",402
"22199",429
"22200",447
"22201",426
"22202",474
"22203",477
"22204",456
"22205",515
"22206",518
"22207",499
"22208",516
"22209",503
"22210",526
"22211",558
"22212",604
"22213",600
"22214",616
"22215",693
"22216",731
"22217",731
"22218",1
"22219",1
"22220",1
"22221",1
"22222",1
"22223",1
"22224",1
"22225",1
"22226",1
"22227",1
"22228",1
"22229",1
"22230",1
"22231",1
"22232",1
"22233",1
"22234",1
"22235",1
"22236",1
"22237",1
"22238",1
"22239",1
"22240",1
"22241",1
"22242",1
"22243",1
"22244",1
"22245",1
"22246",1
"22247",1
"22248",1
"22249",1
"22250",1
"22251",1
"22252",1
"22253",1
"22254",1
"22255",1
"22256",1
"22257",1
"22258",1
"22259",1
"22260",1
"22261",1
"22262",1
"22263",1
"22264",1
"22265",1
"22266",1
"22267",1
"22268",1
"22269",1
"22270",1
"22271",1
"22272",1
"22273",1
"22274",1
"22275",1
"22276",1
"22277",1
"22278",1
"22279",1
"22280",1
"22281",1
"22282",1
"22283",1
"22284",1
"22285",1
"22286",1
"22287",1
"22288",1
"22289",1
"22290",1
"22291",1
"22292",2
"22293",2
"22294",2
"22295",2
"22296",2
"22297",2
"22298",2
"22299",2
"22300",2
"22301",2
"22302",2
"22303",2
"22304",2
"22305",2
"22306",2
"22307",2
"22308",2
"22309",2
"22310",2
"22311",2
"22312",2
"22313",2
"22314",2
"22315",2
"22316",2
"22317",2
"22318",2
"22319",2
"22320",2
"22321",2
"22322",2
"22323",2
"22324",2
"22325",2
"22326",2
"22327",2
"22328",2
"22329",2
"22330",2
"22331",2
"22332",2
"22333",2
"22334",2
"22335",2
"22336",2
"22337",2
"22338",2
"22339",2
"22340",2
"22341",2
"22342",2
"22343",2
"22344",2
"22345",2
"22346",2
"22347",2
"22348",2
"22349",2
"22350",2
"22351",3
"22352",3
"22353",3
"22354",3
"22355",3
"22356",3
"22357",3
"22358",3
"22359",3
"22360",3
"22361",3
"22362",3
"22363",3
"22364",3
"22365",3
"22366",3
"22367",3
"22368",3
"22369",3
"22370",3
"22371",3
"22372",3
"22373",3
"22374",3
"22375",3
"22376",3
"22377",3
"22378",3
"22379",3
"22380",3
"22381",3
"22382",3
"22383",3
"22384",3
"22385",3
"22386",3
"22387",3
"22388",3
"22389",3
"22390",3
"22391",3
"22392",3
"22393",3
"22394",3
"22395",3
"22396",3
"22397",4
"22398",4
"22399",4
"22400",4
"22401",4
"22402",4
"22403",4
"22404",4
"22405",4
"22406",4
"22407",4
"22408",4
"22409",4
"22410",4
"22411",4
"22412",4
"22413",4
"22414",4
"22415",4
"22416",4
"22417",4
"22418",4
"22419",4
"22420",4
"22421",4
"22422",4
"22423",4
"22424",5
"22425",5
"22426",5
"22427",5
"22428",5
"22429",5
"22430",5
"22431",5
"22432",5
"22433",5
"22434",5
"22435",5
"22436",5
"22437",5
"22438",5
"22439",5
"22440",5
"22441",5
"22442",5
"22443",5
"22444",5
"22445",5
"22446",5
"22447",5
"22448",5
"22449",5
"22450",5
"22451",6
"22452",6
"22453",6
"22454",6
"22455",6
"22456",6
"22457",6
"22458",6
"22459",6
"22460",6
"22461",6
"22462",6
"22463",6
"22464",6
"22465",6
"22466",6
"22467",6
"22468",6
"22469",6
"22470",6
"22471",6
"22472",6
"22473",6
"22474",6
"22475",7
"22476",7
"22477",7
"22478",7
"22479",7
"22480",7
"22481",7
"22482",7
"22483",7
"22484",7
"22485",7
"22486",7
"22487",7
"22488",7
"22489",7
"22490",7
"22491",7
"22492",7
"22493",7
"22494",7
"22495",7
"22496",7
"22497",7
"22498",7
"22499",8
"22500",8
"22501",8
"22502",8
"22503",8
"22504",8
"22505",8
"22506",8
"22507",8
"22508",8
"22509",8
"22510",8
"22511",8
"22512",8
"22513",9
"22514",9
"22515",9
"22516",9
"22517",9
"22518",9
"22519",9
"22520",9
"22521",9
"22522",9
"22523",9
"22524",9
"22525",9
"22526",9
"22527",9
"22528",9
"22529",9
"22530",10
"22531",10
"22532",10
"22533",10
"22534",10
"22535",10
"22536",10
"22537",10
"22538",10
"22539",10
"22540",10
"22541",10
"22542",10
"22543",10
"22544",11
"22545",11
"22546",11
"22547",11
"22548",11
"22549",11
"22550",11
"22551",11
"22552",12
"22553",12
"22554",12
"22555",12
"22556",12
"22557",12
"22558",12
"22559",13
"22560",13
"22561",13
"22562",13
"22563",13
"22564",14
"22565",14
"22566",14
"22567",14
"22568",14
"22569",14
"22570",14
"22571",14
"22572",14
"22573",14
"22574",14
"22575",14
"22576",14
"22577",15
"22578",15
"22579",15
"22580",15
"22581",15
"22582",15
"22583",15
"22584",16
"22585",16
"22586",16
"22587",16
"22588",16
"22589",17
"22590",17
"22591",17
"22592",17
"22593",17
"22594",17
"22595",17
"22596",17
"22597",17
"22598",17
"22599",17
"22600",17
"22601",18
"22602",18
"22603",18
"22604",18
"22605",18
"22606",18
"22607",18
"22608",18
"22609",19
"22610",19
"22611",19
"22612",19
"22613",19
"22614",19
"22615",19
"22616",19
"22617",20
"22618",20
"22619",20
"22620",20
"22621",20
"22622",20
"22623",20
"22624",20
"22625",20
"22626",20
"22627",22
"22628",22
"22629",22
"22630",23
"22631",23
"22632",23
"22633",23
"22634",23
"22635",23
"22636",24
"22637",24
"22638",24
"22639",24
"22640",24
"22641",25
"22642",25
"22643",26
"22644",26
"22645",27
"22646",27
"22647",27
"22648",27
"22649",28
"22650",28
"22651",28
"22652",28
"22653",29
"22654",29
"22655",29
"22656",29
"22657",29
"22658",29
"22659",29
"22660",29
"22661",29
"22662",29
"22663",31
"22664",31
"22665",31
"22666",31
"22667",30
"22668",30
"22669",30
"22670",30
"22671",33
"22672",33
"22673",33
"22674",33
"22675",33
"22676",33
"22677",33
"22678",33
"22679",34
"22680",34
"22681",34
"22682",34
"22683",36
"22684",35
"22685",36
"22686",35
"22687",35
"22688",35
"22689",35
"22690",37
"22691",37
"22692",37
"22693",37
"22694",38
"22695",39
"22696",38
"22697",39
"22698",39
"22699",38
"22700",38
"22701",39
"22702",38
"22703",39
"22704",40
"22705",40
"22706",40
"22707",40
"22708",40
"22709",40
"22710",40
"22711",40
"22712",41
"22713",42
"22714",42
"22715",41
"22716",42
"22717",42
"22718",41
"22719",42
"22720",44
"22721",44
"22722",44
"22723",45
"22724",45
"22725",45
"22726",45
"22727",45
"22728",47
"22729",46
"22730",47
"22731",46
"22732",47
"22733",47
"22734",49
"22735",48
"22736",49
"22737",49
"22738",49
"22739",48
"22740",48
"22741",51
"22742",51
"22743",50
"22744",50
"22745",50
"22746",50
"22747",52
"22748",52
"22749",52
"22750",53
"22751",52
"22752",52
"22753",55
"22754",54
"22755",55
"22756",55
"22757",55
"22758",58
"22759",56
"22760",56
"22761",58
"22762",59
"22763",59
"22764",62
"22765",63
"22766",61
"22767",63
"22768",65
"22769",65
"22770",65
"22771",65
"22772",68
"22773",67
"22774",67
"22775",68
"22776",67
"22777",66
"22778",70
"22779",69
"22780",72
"22781",73
"22782",74
"22783",73
"22784",77
"22785",78
"22786",78
"22787",80
"22788",79
"22789",78
"22790",80
"22791",82
"22792",82
"22793",82
"22794",84
"22795",81
"22796",84
"22797",86
"22798",86
"22799",91
"22800",88
"22801",91
"22802",91
"22803",90
"22804",90
"22805",89
"22806",91
"22807",91
"22808",92
"22809",92
"22810",96
"22811",98
"22812",98
"22813",101
"22814",102
"22815",100
"22816",102
"22817",104
"22818",100
"22819",103
"22820",100
"22821",103
"22822",102
"22823",109
"22824",106
"22825",113
"22826",112
"22827",111
"22828",112
"22829",115
"22830",114
"22831",119
"22832",117
"22833",118
"22834",115
"22835",115
"22836",114
"22837",117
"22838",120
"22839",121
"22840",121
"22841",130
"22842",125
"22843",127
"22844",128
"22845",131
"22846",131
"22847",134
"22848",136
"22849",131
"22850",139
"22851",140
"22852",140
"22853",139
"22854",143
"22855",141
"22856",149
"22857",144
"22858",148
"22859",145
"22860",147
"22861",157
"22862",153
"22863",154
"22864",152
"22865",155
"22866",156
"22867",160
"22868",159
"22869",160
"22870",158
"22871",166
"22872",168
"22873",171
"22874",181
"22875",175
"22876",183
"22877",186
"22878",186
"22879",187
"22880",186
"22881",194
"22882",210
"22883",205
"22884",203
"22885",206
"22886",204
"22887",201
"22888",214
"22889",215
"22890",219
"22891",212
"22892",223
"22893",233
"22894",234
"22895",241
"22896",244
"22897",246
"22898",249
"22899",249
"22900",249
"22901",247
"22902",248
"22903",271
"22904",265
"22905",264
"22906",288
"22907",291
"22908",278
"22909",283
"22910",279
"22911",279
"22912",297
"22913",296
"22914",303
"22915",303
"22916",302
"22917",320
"22918",327
"22919",325
"22920",323
"22921",309
"22922",328
"22923",331
"22924",332
"22925",366
"22926",361
"22927",362
"22928",403
"22929",431
"22930",467
"22931",467
"22932",477
"22933",476
"22934",490
"22935",485
"22936",493
"22937",498
"22938",598
"22939",566
"22940",573
"22941",568
"22942",649
"22943",628
"22944",657
"22945",610
"22946",614
"22947",710
"22948",730
"22949",798
"22950",1
"22951",1
"22952",1
"22953",1
"22954",1
"22955",1
"22956",1
"22957",1
"22958",1
"22959",1
"22960",1
"22961",1
"22962",1
"22963",1
"22964",1
"22965",1
"22966",1
"22967",1
"22968",1
"22969",1
"22970",1
"22971",1
"22972",1
"22973",1
"22974",1
"22975",1
"22976",1
"22977",1
"22978",1
"22979",1
"22980",1
"22981",1
"22982",1
"22983",1
"22984",1
"22985",1
"22986",1
"22987",1
"22988",1
"22989",1
"22990",1
"22991",1
"22992",1
"22993",1
"22994",1
"22995",1
"22996",2
"22997",2
"22998",2
"22999",2
"23000",2
"23001",2
"23002",2
"23003",2
"23004",2
"23005",2
"23006",2
"23007",2
"23008",2
"23009",2
"23010",2
"23011",2
"23012",2
"23013",2
"23014",2
"23015",2
"23016",2
"23017",2
"23018",2
"23019",2
"23020",2
"23021",2
"23022",2
"23023",2
"23024",2
"23025",2
"23026",2
"23027",2
"23028",2
"23029",2
"23030",2
"23031",2
"23032",2
"23033",2
"23034",2
"23035",2
"23036",2
"23037",2
"23038",2
"23039",2
"23040",2
"23041",2
"23042",2
"23043",2
"23044",2
"23045",2
"23046",2
"23047",2
"23048",2
"23049",3
"23050",3
"23051",3
"23052",3
"23053",3
"23054",3
"23055",3
"23056",3
"23057",3
"23058",3
"23059",3
"23060",3
"23061",3
"23062",3
"23063",3
"23064",3
"23065",3
"23066",3
"23067",3
"23068",3
"23069",3
"23070",3
"23071",3
"23072",3
"23073",3
"23074",3
"23075",3
"23076",3
"23077",3
"23078",3
"23079",3
"23080",3
"23081",3
"23082",3
"23083",3
"23084",3
"23085",3
"23086",3
"23087",3
"23088",3
"23089",3
"23090",3
"23091",3
"23092",3
"23093",4
"23094",4
"23095",4
"23096",4
"23097",4
"23098",4
"23099",4
"23100",4
"23101",4
"23102",4
"23103",4
"23104",4
"23105",4
"23106",4
"23107",4
"23108",4
"23109",4
"23110",4
"23111",4
"23112",4
"23113",4
"23114",4
"23115",4
"23116",4
"23117",5
"23118",5
"23119",5
"23120",5
"23121",5
"23122",5
"23123",5
"23124",5
"23125",5
"23126",5
"23127",5
"23128",5
"23129",5
"23130",5
"23131",5
"23132",5
"23133",5
"23134",5
"23135",5
"23136",5
"23137",5
"23138",5
"23139",6
"23140",6
"23141",6
"23142",6
"23143",6
"23144",6
"23145",6
"23146",6
"23147",6
"23148",6
"23149",6
"23150",6
"23151",6
"23152",6
"23153",7
"23154",7
"23155",7
"23156",7
"23157",7
"23158",7
"23159",7
"23160",7
"23161",7
"23162",7
"23163",7
"23164",7
"23165",7
"23166",7
"23167",7
"23168",7
"23169",7
"23170",7
"23171",7
"23172",7
"23173",7
"23174",7
"23175",7
"23176",8
"23177",8
"23178",8
"23179",8
"23180",8
"23181",8
"23182",8
"23183",8
"23184",8
"23185",8
"23186",8
"23187",8
"23188",8
"23189",9
"23190",9
"23191",9
"23192",9
"23193",9
"23194",9
"23195",9
"23196",9
"23197",9
"23198",9
"23199",9
"23200",9
"23201",9
"23202",10
"23203",10
"23204",10
"23205",10
"23206",10
"23207",10
"23208",10
"23209",10
"23210",10
"23211",10
"23212",10
"23213",10
"23214",10
"23215",10
"23216",10
"23217",11
"23218",11
"23219",11
"23220",11
"23221",11
"23222",11
"23223",11
"23224",11
"23225",11
"23226",11
"23227",11
"23228",11
"23229",11
"23230",12
"23231",12
"23232",12
"23233",12
"23234",12
"23235",12
"23236",12
"23237",12
"23238",12
"23239",12
"23240",12
"23241",12
"23242",13
"23243",13
"23244",13
"23245",13
"23246",13
"23247",13
"23248",13
"23249",13
"23250",14
"23251",14
"23252",14
"23253",14
"23254",14
"23255",14
"23256",14
"23257",14
"23258",14
"23259",14
"23260",14
"23261",14
"23262",15
"23263",15
"23264",15
"23265",15
"23266",15
"23267",15
"23268",15
"23269",15
"23270",15
"23271",15
"23272",16
"23273",16
"23274",16
"23275",16
"23276",16
"23277",16
"23278",16
"23279",16
"23280",16
"23281",16
"23282",16
"23283",17
"23284",17
"23285",17
"23286",17
"23287",17
"23288",17
"23289",17
"23290",17
"23291",17
"23292",17
"23293",18
"23294",18
"23295",18
"23296",18
"23297",18
"23298",18
"23299",18
"23300",18
"23301",19
"23302",19
"23303",19
"23304",19
"23305",19
"23306",19
"23307",19
"23308",19
"23309",19
"23310",20
"23311",20
"23312",20
"23313",20
"23314",20
"23315",20
"23316",20
"23317",20
"23318",20
"23319",20
"23320",21
"23321",21
"23322",21
"23323",21
"23324",21
"23325",21
"23326",21
"23327",21
"23328",22
"23329",22
"23330",22
"23331",22
"23332",22
"23333",22
"23334",22
"23335",23
"23336",23
"23337",23
"23338",23
"23339",23
"23340",23
"23341",23
"23342",23
"23343",23
"23344",24
"23345",24
"23346",24
"23347",24
"23348",24
"23349",24
"23350",24
"23351",25
"23352",25
"23353",25
"23354",25
"23355",25
"23356",25
"23357",25
"23358",25
"23359",26
"23360",26
"23361",26
"23362",26
"23363",26
"23364",27
"23365",27
"23366",27
"23367",27
"23368",27
"23369",27
"23370",27
"23371",27
"23372",28
"23373",29
"23374",29
"23375",29
"23376",29
"23377",29
"23378",29
"23379",30
"23380",31
"23381",31
"23382",31
"23383",31
"23384",31
"23385",31
"23386",31
"23387",30
"23388",30
"23389",30
"23390",32
"23391",32
"23392",32
"23393",32
"23394",33
"23395",33
"23396",33
"23397",34
"23398",34
"23399",34
"23400",34
"23401",34
"23402",34
"23403",35
"23404",36
"23405",35
"23406",36
"23407",36
"23408",36
"23409",37
"23410",37
"23411",37
"23412",37
"23413",37
"23414",38
"23415",38
"23416",39
"23417",38
"23418",38
"23419",39
"23420",38
"23421",40
"23422",40
"23423",40
"23424",40
"23425",40
"23426",40
"23427",41
"23428",42
"23429",41
"23430",41
"23431",41
"23432",44
"23433",44
"23434",44
"23435",43
"23436",44
"23437",44
"23438",43
"23439",45
"23440",45
"23441",45
"23442",45
"23443",47
"23444",46
"23445",47
"23446",46
"23447",47
"23448",48
"23449",48
"23450",49
"23451",49
"23452",48
"23453",51
"23454",51
"23455",51
"23456",50
"23457",50
"23458",53
"23459",53
"23460",52
"23461",52
"23462",52
"23463",53
"23464",52
"23465",52
"23466",53
"23467",55
"23468",54
"23469",54
"23470",54
"23471",55
"23472",55
"23473",57
"23474",56
"23475",57
"23476",56
"23477",57
"23478",58
"23479",56
"23480",58
"23481",56
"23482",60
"23483",59
"23484",60
"23485",59
"23486",59
"23487",60
"23488",59
"23489",61
"23490",63
"23491",63
"23492",61
"23493",61
"23494",63
"23495",61
"23496",64
"23497",64
"23498",65
"23499",65
"23500",67
"23501",67
"23502",68
"23503",69
"23504",69
"23505",69
"23506",71
"23507",69
"23508",69
"23509",69
"23510",71
"23511",70
"23512",73
"23513",74
"23514",74
"23515",73
"23516",72
"23517",72
"23518",75
"23519",77
"23520",75
"23521",76
"23522",79
"23523",79
"23524",80
"23525",80
"23526",84
"23527",84
"23528",81
"23529",82
"23530",81
"23531",81
"23532",86
"23533",86
"23534",88
"23535",91
"23536",89
"23537",90
"23538",91
"23539",90
"23540",92
"23541",92
"23542",93
"23543",93
"23544",92
"23545",95
"23546",95
"23547",97
"23548",99
"23549",98
"23550",97
"23551",97
"23552",96
"23553",96
"23554",99
"23555",100
"23556",102
"23557",101
"23558",103
"23559",108
"23560",108
"23561",107
"23562",106
"23563",108
"23564",107
"23565",111
"23566",112
"23567",114
"23568",124
"23569",124
"23570",120
"23571",127
"23572",128
"23573",129
"23574",134
"23575",135
"23576",135
"23577",133
"23578",143
"23579",141
"23580",138
"23581",139
"23582",138
"23583",140
"23584",149
"23585",144
"23586",149
"23587",147
"23588",146
"23589",152
"23590",155
"23591",157
"23592",152
"23593",160
"23594",158
"23595",160
"23596",162
"23597",163
"23598",171
"23599",169
"23600",170
"23601",168
"23602",170
"23603",165
"23604",170
"23605",175
"23606",180
"23607",174
"23608",180
"23609",182
"23610",188
"23611",188
"23612",194
"23613",192
"23614",194
"23615",196
"23616",210
"23617",210
"23618",201
"23619",203
"23620",202
"23621",219
"23622",216
"23623",212
"23624",229
"23625",229
"23626",235
"23627",244
"23628",236
"23629",249
"23630",254
"23631",254
"23632",250
"23633",268
"23634",276
"23635",270
"23636",276
"23637",266
"23638",283
"23639",289
"23640",290
"23641",286
"23642",287
"23643",290
"23644",313
"23645",328
"23646",359
"23647",354
"23648",364
"23649",381
"23650",387
"23651",403
"23652",421
"23653",446
"23654",425
"23655",451
"23656",431
"23657",449
"23658",493
"23659",513
"23660",488
"23661",533
"23662",522
"23663",613
"23664",613
"23665",683
"23666",676
"23667",750
"23668",754
"23669",729
"23670",728
"23671",1
"23672",1
"23673",1
"23674",1
"23675",1
"23676",1
"23677",1
"23678",1
"23679",1
"23680",1
"23681",1
"23682",1
"23683",1
"23684",1
"23685",1
"23686",1
"23687",1
"23688",1
"23689",1
"23690",1
"23691",1
"23692",1
"23693",1
"23694",1
"23695",1
"23696",1
"23697",1
"23698",1
"23699",1
"23700",1
"23701",1
"23702",1
"23703",1
"23704",1
"23705",1
"23706",1
"23707",1
"23708",1
"23709",1
"23710",1
"23711",1
"23712",1
"23713",1
"23714",1
"23715",1
"23716",1
"23717",1
"23718",1
"23719",2
"23720",2
"23721",2
"23722",2
"23723",2
"23724",2
"23725",2
"23726",2
"23727",2
"23728",2
"23729",2
"23730",2
"23731",2
"23732",2
"23733",2
"23734",2
"23735",2
"23736",2
"23737",2
"23738",2
"23739",2
"23740",2
"23741",2
"23742",2
"23743",2
"23744",2
"23745",2
"23746",2
"23747",2
"23748",2
"23749",2
"23750",2
"23751",2
"23752",2
"23753",2
"23754",2
"23755",2
"23756",2
"23757",2
"23758",2
"23759",2
"23760",2
"23761",2
"23762",2
"23763",2
"23764",2
"23765",2
"23766",2
"23767",3
"23768",3
"23769",3
"23770",3
"23771",3
"23772",3
"23773",3
"23774",3
"23775",3
"23776",3
"23777",3
"23778",3
"23779",3
"23780",3
"23781",3
"23782",3
"23783",3
"23784",3
"23785",3
"23786",3
"23787",3
"23788",3
"23789",3
"23790",3
"23791",3
"23792",3
"23793",3
"23794",3
"23795",3
"23796",3
"23797",3
"23798",3
"23799",3
"23800",3
"23801",3
"23802",3
"23803",3
"23804",3
"23805",3
"23806",3
"23807",3
"23808",3
"23809",4
"23810",4
"23811",4
"23812",4
"23813",4
"23814",4
"23815",4
"23816",4
"23817",4
"23818",4
"23819",4
"23820",4
"23821",4
"23822",4
"23823",4
"23824",4
"23825",4
"23826",4
"23827",4
"23828",4
"23829",4
"23830",4
"23831",4
"23832",4
"23833",4
"23834",4
"23835",5
"23836",5
"23837",5
"23838",5
"23839",5
"23840",5
"23841",5
"23842",5
"23843",5
"23844",5
"23845",5
"23846",5
"23847",5
"23848",5
"23849",5
"23850",5
"23851",6
"23852",6
"23853",6
"23854",6
"23855",6
"23856",6
"23857",6
"23858",6
"23859",6
"23860",6
"23861",6
"23862",6
"23863",6
"23864",6
"23865",6
"23866",6
"23867",6
"23868",6
"23869",6
"23870",6
"23871",7
"23872",7
"23873",7
"23874",7
"23875",7
"23876",7
"23877",7
"23878",7
"23879",7
"23880",7
"23881",7
"23882",7
"23883",7
"23884",7
"23885",7
"23886",7
"23887",7
"23888",7
"23889",7
"23890",8
"23891",8
"23892",8
"23893",8
"23894",8
"23895",8
"23896",8
"23897",8
"23898",8
"23899",8
"23900",8
"23901",8
"23902",8
"23903",8
"23904",9
"23905",9
"23906",9
"23907",9
"23908",9
"23909",9
"23910",9
"23911",9
"23912",9
"23913",9
"23914",10
"23915",10
"23916",10
"23917",10
"23918",10
"23919",10
"23920",10
"23921",10
"23922",10
"23923",10
"23924",10
"23925",10
"23926",10
"23927",10
"23928",11
"23929",11
"23930",11
"23931",11
"23932",11
"23933",11
"23934",11
"23935",12
"23936",12
"23937",12
"23938",12
"23939",12
"23940",12
"23941",12
"23942",12
"23943",12
"23944",13
"23945",13
"23946",13
"23947",13
"23948",13
"23949",13
